PRD_SRL_NO,PRD_CD,from_eq,from_process,from_name,to_eq,to_process,to_name,from_end_time,to_start_time,waiting_sec,negative_wait_flag
PRD1000-260416005-0003,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-16 14:31:39.682,2026-04-16 14:35:05.151,205.469,False
PRD1000-260416005-0003,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-16 14:36:22.682,2026-04-16 14:36:35.007,12.325,False
PRD1000-260416005-0003,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-16 14:37:59.668,2026-04-16 14:38:22.523,22.855,False
PRD1000-260416005-0003,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-16 14:38:24.765,2026-04-16 14:42:02.776,218.011,False
PRD1000-260416005-0003,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-16 14:53:18.595,2026-04-16 14:53:40.146,21.551,False
PRD1000-260416005-0003,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-16 14:55:46.237,2026-04-16 14:56:12.883,26.646,False
PRD1000-260416005-0003,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-16 15:01:56.641,2026-04-16 15:02:23.621,26.98,False
PRD1000-260416005-0003,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-04-16 15:05:32.076,2026-04-16 15:09:15.250,223.174,False
PRD1000-260416005-0003,PRD1000,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,EQ11,A8,A8 핸들_룸미러 조립 공정,2026-04-16 15:10:00.541,2026-04-16 15:10:28.110,27.569,False
PRD1000-260416005-0003,PRD1000,EQ11,A8,A8 핸들_룸미러 조립 공정,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-04-16 15:11:32.187,2026-04-16 15:11:54.034,21.847,False
PRD1000-260421001-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-21 16:02:43.524,2026-04-21 17:11:58.182,4154.658,False
PRD1000-260421001-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-21 17:13:46.370,2026-04-21 17:13:58.199,11.829,False
PRD1000-260421001-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-21 17:14:14.714,2026-04-21 17:14:36.791,22.077,False
PRD1000-260421001-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-21 17:14:38.924,2026-04-21 17:15:06.742,27.818,False
PRD1000-260421001-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-21 17:19:47.901,2026-04-21 17:20:09.329,21.428,False
PRD1000-260421001-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-21 17:21:47.639,2026-04-21 17:22:15.259,27.62,False
PRD1000-260421001-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-21 17:56:16.874,2026-04-21 17:56:44.251,27.377,False
PRD1000-260421001-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-04-21 17:59:51.955,2026-04-21 18:00:24.636,32.681,False
PRD1000-260421002-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-04-21 17:34:16.333,2026-04-21 17:38:18.680,242.347,False
PRD1000-260421002-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-21 17:54:25.875,2026-04-21 17:54:50.048,24.173,False
PRD1000-260421002-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-21 17:54:52.285,2026-04-21 17:55:37.164,44.879,False
PRD1000-260421002-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-21 18:07:44.302,2026-04-21 18:08:07.098,22.796,False
PRD1000-260421002-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-21 18:09:41.524,2026-04-21 18:10:09.273,27.749,False
PRD1000-260421002-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-21 18:13:44.165,2026-04-21 18:14:44.184,60.019,False
PRD1000-260421002-0002,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-21 17:35:17.655,2026-04-21 17:35:26.294,8.639,False
PRD1000-260421002-0002,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-21 17:36:44.846,2026-04-21 17:36:50.508,5.662,False
PRD1000-260421002-0002,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-21 17:54:03.566,2026-04-21 17:54:26.260,22.694,False
PRD1000-260421002-0002,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-21 17:54:28.506,2026-04-21 17:54:57.830,29.324,False
PRD1000-260421002-0002,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-21 18:03:10.958,2026-04-21 18:03:32.783,21.825,False
PRD1000-260421002-0002,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-21 18:09:08.858,2026-04-21 18:09:37.467,28.609,False
PRD1000-260421002-0002,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-21 18:11:15.325,2026-04-21 18:11:41.550,26.225,False
PRD1000-260421002-0003,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-21 17:36:09.737,2026-04-21 17:48:27.894,738.157,False
PRD1000-260421002-0003,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-21 17:56:03.419,2026-04-21 17:56:15.374,11.955,False
PRD1000-260421002-0003,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-21 17:57:33.713,2026-04-21 17:57:57.583,23.87,False
PRD1000-260421002-0003,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-21 17:57:59.932,2026-04-21 18:01:36.803,216.871,False
PRD1000-260421002-0003,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-21 18:17:39.930,2026-04-21 18:18:01.906,21.976,False
PRD1000-260421002-0003,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-21 18:22:28.772,2026-04-21 18:22:56.511,27.739,False
PRD1000-260421002-0003,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-22 09:25:49.198,2026-04-22 09:26:14.392,25.194,False
PRD1000-260421002-0004,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-21 17:48:31.198,2026-04-21 17:48:42.828,11.63,False
PRD1000-260421002-0004,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-21 17:54:41.400,2026-04-21 17:54:47.614,6.214,False
PRD1000-260421002-0004,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-21 17:55:06.257,2026-04-21 17:55:28.311,22.054,False
PRD1000-260421002-0004,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-21 17:55:30.756,2026-04-21 17:56:13.669,42.913,False
PRD1000-260421002-0004,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-21 18:12:22.191,2026-04-21 18:12:44.290,22.099,False
PRD1000-260421002-0004,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-21 18:13:45.657,2026-04-21 18:14:11.900,26.243,False
PRD1000-260421002-0004,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-21 18:19:02.046,2026-04-21 18:19:28.150,26.104,False
PRD1000-260423001-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-04-23 10:54:04.866,2026-04-23 11:00:12.008,367.142,False
PRD1000-260423001-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 11:02:01.144,2026-04-23 11:02:23.861,22.717,False
PRD1000-260423001-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-23 11:02:26.091,2026-04-23 11:02:53.933,27.842,False
PRD1000-260423001-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-23 11:10:28.983,2026-04-23 11:10:49.897,20.914,False
PRD1000-260423001-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-23 11:16:24.767,2026-04-23 11:16:51.501,26.734,False
PRD1000-260423001-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-23 11:18:29.986,2026-04-23 11:18:56.215,26.229,False
PRD1000-260423002-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-23 11:00:40.256,2026-04-23 11:02:05.627,85.371,False
PRD1000-260423002-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-23 11:03:51.750,2026-04-23 11:04:03.988,12.238,False
PRD1000-260423002-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 11:05:03.900,2026-04-23 11:05:27.155,23.255,False
PRD1000-260423002-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-23 11:05:29.391,2026-04-23 11:06:43.701,74.31,False
PRD1000-260423002-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-23 11:19:12.628,2026-04-23 11:19:34.053,21.425,False
PRD1000-260423002-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-23 11:21:10.285,2026-04-23 11:21:36.208,25.923000000000002,False
PRD1000-260423002-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-23 11:24:12.972,2026-04-23 11:24:38.961,25.989,False
PRD1000-260423002-0002,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-04-23 11:02:08.821,2026-04-23 11:03:35.876,87.055,False
PRD1000-260423002-0002,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 11:04:41.508,2026-04-23 11:05:04.749,23.241,False
PRD1000-260423002-0002,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-23 11:05:06.994,2026-04-23 11:05:48.809,41.815,False
PRD1000-260423002-0002,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-23 11:15:00.915,2026-04-23 11:15:22.888,21.973,False
PRD1000-260423002-0002,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-23 11:16:57.465,2026-04-23 11:17:24.000,26.535,False
PRD1000-260423002-0002,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-23 11:20:39.673,2026-04-23 11:21:05.066,25.393,False
PRD1000-260423003-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-23 11:14:27.719,2026-04-23 11:20:25.144,357.425,False
PRD1000-260423003-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-23 11:21:32.379,2026-04-23 11:21:44.096,11.717,False
PRD1000-260423003-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 11:22:00.626,2026-04-23 11:22:24.308,23.682,False
PRD1000-260423004-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-23 13:10:50.862,2026-04-23 13:23:13.075,742.213,False
PRD1000-260423004-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-23 13:24:26.297,2026-04-23 13:24:37.817,11.52,False
PRD1000-260423004-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 13:25:57.332,2026-04-23 13:26:19.738,22.406,False
PRD1000-260423004-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-23 13:26:21.976,2026-04-23 13:26:50.544,28.568,False
PRD1000-260423004-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-23 13:32:02.256,2026-04-23 13:32:24.234,21.978,False
PRD1000-260423004-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-23 13:35:05.575,2026-04-23 13:35:31.240,25.665,False
PRD1000-260423004-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-23 13:39:58.106,2026-04-23 13:40:24.770,26.664,False
PRD1000-260423004-0001,PRD1000,EQ10,A7,A7 동리벳_인서트압입,EQ12,A9_2,A9-2 코어검사-혼조립_외관검사,2026-04-23 13:43:23.387,2026-04-23 13:43:56.023,32.636,False
PRD1000-260423005-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-23 13:26:50.865,2026-04-23 13:27:50.892,60.027,False
PRD1000-260423005-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-23 13:28:59.081,2026-04-23 13:29:11.016,11.935,False
PRD1000-260423005-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 13:29:33.378,2026-04-23 13:29:55.133,21.755,False
PRD1000-260423005-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-23 13:29:57.278,2026-04-23 13:30:46.631,49.353,False
PRD1000-260423005-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-23 13:38:37.321,2026-04-23 13:38:59.372,22.051,False
PRD1000-260423005-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-23 13:41:32.059,2026-04-23 13:41:58.933,26.874,False
PRD1000-260423005-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-23 13:46:56.148,2026-04-23 13:47:22.807,26.659,False
PRD1000-260423006-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-23 13:32:30.962,2026-04-23 13:33:35.651,64.689,False
PRD1000-260423006-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-23 13:35:22.498,2026-04-23 13:35:34.433,11.935,False
PRD1000-260423006-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 13:37:03.179,2026-04-23 13:37:26.191,23.012,False
PRD1000-260423006-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-23 13:37:28.432,2026-04-23 13:40:15.375,166.943,False
PRD1000-260423006-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-23 13:50:12.928,2026-04-23 13:50:34.279,21.351,False
PRD1000-260423006-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-23 13:53:07.110,2026-04-23 13:53:32.894,25.784,False
PRD1000-260423006-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-23 13:55:11.712,2026-04-23 13:55:37.911,26.199,False
PRD1000-260423007-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-23 13:33:38.841,2026-04-23 13:33:47.039,8.198,False
PRD1000-260423007-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-23 13:34:58.596,2026-04-23 13:35:04.795,6.199,False
PRD1000-260423007-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 13:36:40.805,2026-04-23 13:37:02.331,21.526,False
PRD1000-260423007-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-23 13:37:04.456,2026-04-23 13:37:31.856,27.4,False
PRD1000-260423007-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-23 13:45:34.571,2026-04-23 13:45:57.381,22.81,False
PRD1000-260423007-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-23 13:51:36.170,2026-04-23 13:52:05.073,28.903,False
PRD1000-260423007-0001,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-23 13:54:41.232,2026-04-23 13:55:08.030,26.798000000000002,False
PRD1000-260423008-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-23 13:41:48.369,2026-04-23 13:44:07.026,138.657,False
PRD1000-260423008-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-23 13:45:56.325,2026-04-23 13:46:08.055,11.73,False
PRD1000-260423008-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 13:48:35.805,2026-04-23 13:48:58.640,22.835,False
PRD1000-260423008-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-23 13:49:00.880,2026-04-23 13:51:51.096,170.216,False
PRD1000-260423008-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-23 14:01:11.060,2026-04-23 14:01:32.809,21.749,False
PRD1000-260423008-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-23 14:03:07.183,2026-04-23 14:03:33.489,26.306,False
PRD1000-260423008-0002,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ03,A1,A1 소재 공급,2026-04-23 13:44:10.324,2026-04-23 13:45:40.119,89.795,False
PRD1000-260423008-0002,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-23 13:48:13.403,2026-04-23 13:48:36.442,23.039,False
PRD1000-260423008-0002,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-23 13:48:38.578,2026-04-23 13:49:07.285,28.707,False
PRD1000-260423008-0002,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-23 13:57:09.733,2026-04-23 13:57:30.607,20.874,False
PRD1000-260423008-0002,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-23 14:02:34.575,2026-04-23 14:03:01.012,26.437,False
PRD1000-260423008-0002,PRD1000,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,EQ10,A7,A7 동리벳_인서트압입,2026-04-23 14:04:39.786,2026-04-23 14:05:06.009,26.223,False
PRD1000-260424001-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-24 09:31:12.172,2026-04-24 09:33:53.489,161.317,False
PRD1000-260424001-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-24 09:38:44.726,2026-04-24 09:38:56.760,12.034,False
PRD1000-260424001-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-24 09:39:13.205,2026-04-24 09:39:37.291,24.086,False
PRD1000-260424001-0002,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-24 09:33:57.320,2026-04-24 09:34:05.651,8.331,False
PRD1000-260424001-0002,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-24 09:37:21.733,2026-04-24 09:37:27.382,5.649,False
PRD1000-260424001-0002,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-24 09:37:55.878,2026-04-24 09:38:16.990,21.112,False
PRD1000-260424001-0002,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-24 09:38:19.128,2026-04-24 09:38:47.286,28.158,False
PRD1000-260424002-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-24 09:50:26.528,2026-04-24 09:51:46.435,79.907,False
PRD1000-260424002-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-24 11:57:01.061,2026-04-24 11:57:15.981,14.92,False
PRD1000-260424002-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-24 11:58:14.353,2026-04-24 11:58:37.478,23.125,False
PRD1000-260424002-0002,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-24 09:51:49.728,2026-04-24 09:51:58.046,8.318,False
PRD1000-260424002-0002,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-24 11:55:40.738,2026-04-24 11:55:46.512,5.774,False
PRD1000-260424002-0002,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-24 11:57:52.025,2026-04-24 11:58:18.941,26.916,False
PRD1000-260424002-0002,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-24 11:58:21.181,2026-04-24 11:59:41.653,80.472,False
PRD1000-260425001-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-25 18:41:33.823,2026-04-25 18:43:15.215,101.392,False
PRD1000-260425001-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-25 18:44:22.139,2026-04-25 18:44:37.397,15.258,False
PRD1000-260425001-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-25 18:44:53.938,2026-04-25 18:45:16.950,23.012,False
PRD1000-260425001-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-25 18:45:19.184,2026-04-25 18:45:46.814,27.63,False
PRD1000-260425001-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-25 18:52:17.306,2026-04-25 18:52:39.062,21.756,False
PRD1000-260425001-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-25 18:55:24.550,2026-04-25 18:55:50.894,26.344,False
PRD1000-260428002-0001,PRD1000,EQ01,C1_RAW_STORAGE,C1 원자재 창고,EQ02,AMR_LD90,AMR_LD90,2026-04-28 15:43:10.019,2026-04-28 15:43:55.150,45.131,False
PRD1000-260428002-0001,PRD1000,EQ02,AMR_LD90,AMR_LD90,EQ03,A1,A1 소재 공급,2026-04-28 15:45:07.910,2026-04-28 15:45:19.658,11.748,False
PRD1000-260428002-0001,PRD1000,EQ03,A1,A1 소재 공급,EQ04,A2,A2 수입 검사,2026-04-28 15:56:10.594,2026-04-28 15:56:33.968,23.374,False
PRD1000-260428002-0001,PRD1000,EQ04,A2,A2 수입 검사,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,2026-04-28 15:56:36.218,2026-04-28 15:57:05.252,29.034,False
PRD1000-260428002-0001,PRD1000,EQ06,A4,A4 사상제거 & 레이저마킹 CELL,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,2026-04-28 16:03:08.599,2026-04-28 16:03:30.326,21.727,False
PRD1000-260428002-0001,PRD1000,EQ07,A5,A5 핸들브로칭가공_룸미러 가조립 공정,EQ09,A6_KONA,A6 드릴 및 TAP - 코나,2026-04-28 16:05:49.298,2026-04-28 16:06:16.065,26.767,False
